	num	Unnamed: 0	blast_hit	blast_summary	file	otu	Kingdom	Phylum	Class	Order	Family	Genus	sum_size	fiull_tax	Donor	percent 	Unnamed: 16	total	per	cut_off	detections
244	84	4453	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu504	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(44)	2	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(44)	H01	10		64750	0.003088803088803089	0	0
245	84	9273	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu367	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(61)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(61)	H01	10		64750	0.0015444015444015444	0	0
246	84	5528	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu511	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(66)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(66)	H01	10		64750	0.0015444015444015444	0	0
247	84	7710	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu278	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(99)	Enterobacteriales(97)	Enterobacteriaceae(97)	Pseudocitrobacter(46)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(99)_Enterobacteriales(97)_Enterobacteriaceae(97)_Pseudocitrobacter(46)	H01	10		64750	0.0015444015444015444	0	0
248	92	3952	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	092-spike-H01-10p	otu278	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(99)	Enterobacteriales(97)	Enterobacteriaceae(97)	Pseudocitrobacter(46)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(99)_Enterobacteriales(97)_Enterobacteriaceae(97)_Pseudocitrobacter(46)	H01	10		62353	0.0016037720719131398	0	0
249	84	7627	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu546	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(53)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(53)	H01	10		64750	0.0015444015444015444	0	0
250	84	7230	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu547	Bacteria(100)	Proteobacteria(98)	Gammaproteobacteria(98)	Enterobacteriales(86)	Enterobacteriaceae(86)	Pseudocitrobacter(37)	1	Bacteria(100)_Proteobacteria(98)_Gammaproteobacteria(98)_Enterobacteriales(86)_Enterobacteriaceae(86)_Pseudocitrobacter(37)	H01	10		64750	0.0015444015444015444	0	0
251	84	3298	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu310	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Prevotellaceae(100)	Prevotella_9(96)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Prevotellaceae(100)_Prevotella_9(96)	H01	10		64750	0.0015444015444015444	0	0
252	84	4707	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu517	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(75)	Enterobacteriaceae(75)	Leminorella(16)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(75)_Enterobacteriaceae(75)_Leminorella(16)	H01	10		64750	0.0015444015444015444	0	0
253	84	4349	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu535	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Prevotellaceae(100)	Prevotella_9(88)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Prevotellaceae(100)_Prevotella_9(88)	H01	10		64750	0.0015444015444015444	0	0
254	84	4276	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu548	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(60)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(60)	H01	10		64750	0.0015444015444015444	0	0
255	84	3302	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu509	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(91)	Enterobacteriaceae(91)	Pseudocitrobacter(23)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(91)_Enterobacteriaceae(91)_Pseudocitrobacter(23)	H01	10		64750	0.0015444015444015444	0	0
256	84	2717	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu475	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(66)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(66)	H01	10		64750	0.0015444015444015444	0	0
257	84	2381	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu308	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(98)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(47)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(98)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(47)	H01	10		64750	0.0015444015444015444	0	0
258	92	4964	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	092-spike-H01-10p	otu308	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(98)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(47)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(98)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(47)	H01	10		62353	0.0016037720719131398	0	0
259	84	9315	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	084-spike-H01-10p	otu297	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(55)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(55)	H01	10		64750	0.0015444015444015444	0	0
260	88	46	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	088-spike-H02-10p	otu55	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminococcaceae_UCG-002(100)	175	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminococcaceae_UCG-002(100)	H02	10		64882	0.26972041552356585	0	0
261	88	3093	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	088-spike-H02-10p	otu532	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(65)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(65)	H02	10		64882	0.0015412595172775191	0	0
262	88	3901	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	088-spike-H02-10p	otu504	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(44)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(44)	H02	10		64882	0.0015412595172775191	0	0
263	88	4790	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	088-spike-H02-10p	otu517	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(75)	Enterobacteriaceae(75)	Leminorella(16)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(75)_Enterobacteriaceae(75)_Leminorella(16)	H02	10		64882	0.0015412595172775191	0	0
264	88	6837	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	088-spike-H02-10p	otu303	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(62)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(62)	H02	10		64882	0.0015412595172775191	0	0
265	88	8616	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	088-spike-H02-10p	otu509	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(91)	Enterobacteriaceae(91)	Pseudocitrobacter(23)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(91)_Enterobacteriaceae(91)_Pseudocitrobacter(23)	H02	10		64882	0.0015412595172775191	0	0
266	92	8	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	092-spike-H01-10p	otu36	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminococcaceae_UCG-014(100)	1467	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminococcaceae_UCG-014(100)	H01	10		62353	2.352733629496576	1	1
267	92	4921	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	092-spike-H01-10p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	3	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	H01	10		62353	0.004811316215739419	0	0
268	92	7598	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	092-spike-H01-10p	otu502	Bacteria(98)	Firmicutes(58)	Clostridia(57)	Clostridiales(56)	Ruminococcaceae(46)	Ruminococcaceae_UCG-014(44)	1	Bacteria(98)_Firmicutes(58)_Clostridia(57)_Clostridiales(56)_Ruminococcaceae(46)_Ruminococcaceae_UCG-014(44)	H01	10		62353	0.0016037720719131398	0	0
269	92	8802	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	092-spike-H01-10p	otu500	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(96)	Prevotellaceae(94)	Prevotella_9(55)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(96)_Prevotellaceae(94)_Prevotella_9(55)	H01	10		62353	0.0016037720719131398	0	0
270	96	4866	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	096-spike-H02-10p	otu278	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(99)	Enterobacteriales(97)	Enterobacteriaceae(97)	Pseudocitrobacter(46)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(99)_Enterobacteriales(97)_Enterobacteriaceae(97)_Pseudocitrobacter(46)	H02	10		57836	0.0017290269036586208	0	0
271	96	5094	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	096-spike-H02-10p	otu446	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(89)	Enterobacteriaceae(89)	Pseudocitrobacter(59)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(89)_Enterobacteriaceae(89)_Pseudocitrobacter(59)	H02	10		57836	0.0017290269036586208	0	0
272	96	6057	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	096-spike-H02-10p	otu531	Bacteria(97)	Proteobacteria(94)	Gammaproteobacteria(94)	Enterobacteriales(71)	Enterobacteriaceae(71)	Atlantibacter(17)	1	Bacteria(97)_Proteobacteria(94)_Gammaproteobacteria(94)_Enterobacteriales(71)_Enterobacteriaceae(71)_Atlantibacter(17)	H02	10		57836	0.0017290269036586208	0	0
273	96	6104	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	096-spike-H02-10p	otu463	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(88)	Enterobacteriaceae(88)	Pseudocitrobacter(53)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(88)_Enterobacteriaceae(88)_Pseudocitrobacter(53)	H02	10		57836	0.0017290269036586208	0	0
274	96	7138	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	096-spike-H02-10p	otu519	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(89)	Enterobacteriaceae(89)	Pseudocitrobacter(54)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(89)_Enterobacteriaceae(89)_Pseudocitrobacter(54)	H02	10		57836	0.0017290269036586208	0	0
275	100	0	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu2	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Escherichia-Shigella(98)	59901	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Escherichia-Shigella(98)	C02	10		61568	97.29242463617463	1	3
276	108	0	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu2	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Escherichia-Shigella(98)	58860	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Escherichia-Shigella(98)	C02	10		61651	95.4729039269436	1	3
277	116	0	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu2	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Escherichia-Shigella(98)	58659	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Escherichia-Shigella(98)	C02	10		61147	95.9311168168512	1	3
278	100	19	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu50	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Bacteroidaceae(98)	Bacteroides(98)	1126	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Bacteroidaceae(98)_Bacteroides(98)	C02	10		61568	1.8288721413721414	1	2
279	108	14	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu42	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Bacteroidaceae(98)	Bacteroides(98)	582	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Bacteroidaceae(98)_Bacteroides(98)	C02	10		61651	0.9440236168107573	1	2
280	116	6600	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu42	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Bacteroidaceae(98)	Bacteroides(98)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Bacteroidaceae(98)_Bacteroides(98)	C02	10		61147	0.0016354032086610955	0	2
281	100	1312	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu49	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(52)	268	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(52)	C02	10		61568	0.4352910602910603	0	0
282	108	1171	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu49	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(52)	264	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(52)	C02	10		61651	0.42821689834714766	0	0
283	116	1301	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu49	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(52)	257	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(52)	C02	10		61147	0.4202986246259015	0	0
284	100	154	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu44	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Betaproteobacteriales(100)	Burkholderiaceae(100)	Parasutterella(100)	73	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Betaproteobacteriales(100)_Burkholderiaceae(100)_Parasutterella(100)	C02	10		61568	0.11856808731808732	0	0
285	108	55	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu44	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Betaproteobacteriales(100)	Burkholderiaceae(100)	Parasutterella(100)	194	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Betaproteobacteriales(100)_Burkholderiaceae(100)_Parasutterella(100)	C02	10		61651	0.3146745389369191	0	0
286	100	1894	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu207	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	70	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	10		61568	0.11369542619542619	0	0
287	108	2169	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu207	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	52	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	10		61651	0.0843457527047412	0	0
288	116	1290	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu207	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	61	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	10		61147	0.09975959572832682	0	0
289	100	1913	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	chimera	0	0	0	0	0	0	40	0_0_0_0_0_0	C02	10		61568	0.06496881496881497	0	0
290	108	1956	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	chimera	0	0	0	0	0	0	47	0_0_0_0_0_0	C02	10		61651	0.07623558417543917	0	0
291	116	1312	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	chimera	0	0	0	0	0	0	39	0_0_0_0_0_0	C02	10		61147	0.06378072513778273	0	0
292	100	2216	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	19	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	10		61568	0.03086018711018711	0	0
293	108	2006	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	19	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	10		61651	0.03081864041134775	0	0
294	116	2541	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	27	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	10		61147	0.044155886633849575	0	0
295	100	1888	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu272	Bacteria(100)	Bacteroidetes(97)	Bacteroidia(97)	Bacteroidales(97)	Prevotellaceae(60)	Prevotellaceae_UCG-004(51)	17	Bacteria(100)_Bacteroidetes(97)_Bacteroidia(97)_Bacteroidales(97)_Prevotellaceae(60)_Prevotellaceae_UCG-004(51)	C02	10		61568	0.02761174636174636	0	0
296	108	4342	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu272	Bacteria(100)	Bacteroidetes(97)	Bacteroidia(97)	Bacteroidales(97)	Prevotellaceae(60)	Prevotellaceae_UCG-004(51)	3	Bacteria(100)_Bacteroidetes(97)_Bacteroidia(97)_Bacteroidales(97)_Prevotellaceae(60)_Prevotellaceae_UCG-004(51)	C02	10		61651	0.004866101117581224	0	0
297	100	675	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu112	Bacteria(100)	Bacteroidetes(98)	Bacteroidia(98)	Bacteroidales(90)	Rikenellaceae(79)	Rikenellaceae_RC9_gut_group(62)	15	Bacteria(100)_Bacteroidetes(98)_Bacteroidia(98)_Bacteroidales(90)_Rikenellaceae(79)_Rikenellaceae_RC9_gut_group(62)	C02	10		61568	0.024363305613305613	0	0
298	100	2526	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu241	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(67)	15	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(67)	C02	10		61568	0.024363305613305613	0	0
299	108	2112	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu241	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(67)	7	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(67)	C02	10		61651	0.011354235941022854	0	0
300	116	2880	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu241	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(67)	14	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(67)	C02	10		61147	0.022895644921255336	0	0
301	100	2022	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	9	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	10		61568	0.014617983367983369	0	0
302	108	4063	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	108-spike-C02-10p	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	8	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	10		61651	0.012976269646883263	0	0
303	116	1995	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	10	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	10		61147	0.016354032086610956	0	0
304	100	1897	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu253	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Bacteroidaceae(100)	Bacteroides(100)	6	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Bacteroidaceae(100)_Bacteroides(100)	C02	10		61568	0.009745322245322246	0	1
305	116	56	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	116-spike-C02-10p	otu24	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Bacteroidaceae(100)	Bacteroides(100)	472	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Bacteroidaceae(100)_Bacteroides(100)	C02	10		61147	0.771910314488037	1	1
306	100	3270	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	100-spike-C02-10p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	4	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	C02	10		61568	0.006496881496881497	0	0
307	116	7703	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	116-spike-C02-10p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	C02	10		61147	0.0016354032086610955	0	0
308	100	2486	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	100-spike-C02-10p	otu56	Bacteria(100)	Firmicutes(97)	Clostridia(97)	Clostridiales(97)	Clostridiales_vadinBB60_group(97)	Clostridiales_vadinBB60_group_ge(97)	2	Bacteria(100)_Firmicutes(97)_Clostridia(97)_Clostridiales(97)_Clostridiales_vadinBB60_group(97)_Clostridiales_vadinBB60_group_ge(97)	C02	10		61568	0.0032484407484407486	0	1
